WebsiteURL,Status,PingTime,DNSResult,Port80,Port443,Port8080,HTTPStatus,SSLInfo,RedirectURL,Timestamp,CDNDetection
https://douyin18.vip,Reachable, ms,3.175.214.10, 3.175.214.56, 3.175.214.50, 3.175.214.94, 205.251.193.176, 205.251.195.140, 205.251.196.244, 205.251.198.9, 2600:9000:5301:b000::1, 2600:9000:5303:8c00::1, 2600:9000:5304:f400::1, 2600:9000:5306:900::1,Open,Open,Closed,200,nginx,,2026-08-29 10:28:45,No CDN Detected
https://douyin18.net,Reachable, ms,3.175.214.10, 3.175.214.94, 3.175.214.56, 3.175.214.50, 205.251.193.176, 205.251.195.140, 2600:9000:5301:b000::1, 2600:9000:5303:8c00::1,Open,Open,Closed,200,nginx,,2026-08-29 10:28:45,No CDN Detected
